id,char1,char2,char3,char4,example,mean,py1,py2,py3,py4,pytone1,pytone2,pytone3,pytone4,source
6483,民,殷,财,阜,夫欲～，要在止役禁夺，则百姓不劳而足。（《后汉书·刘陶传》）,殷：殷实，富足；阜：丰富。民众富足，物产丰饶。,min,yin,cai,fu,mín,yīn,cái,fù,汉·扬雄《法言·孝至》：“君人者务在殷民阜财，明道信义。”
6484,民,怨,沸,腾,上半年在那里办过几个月厘局，不该应要钱的心太狠了，直弄得～，有无数商人来省上控。（清李宝嘉《官场现形记》第五回）,人民的怨声就象开水在翻滚一样。形容人民对腐败黑暗的反动统治怨恨到了极点。,min,yuan,fei,teng,mín,yuàn,fèi,téng,清·赵翼《二十二史札记》卷二十八：“自古大兵大役，未有不民怨沸腾，丧国亡身者。”
6485,民,脂,民,膏,可怜民膏民脂，弃之无用之地。（明·许仲琳《封神演义》第二十五回）,比喻人民用血汗换来的财富。多用于指反动统治阶级压榨人民来养肥自己的场合。,min,zhi,min,gao,mín,zhī,mín,gāo,五代后蜀·孟昶《戒石文》：“尔俸尔禄，民膏民脂。”
6486,冥,思,苦,索,,绞尽脑汁，苦思苦想。,ming,si,ku,suo,míng,sī,kǔ,suǒ,
6487,冥,思,苦,想,,绞尽脑汁，苦思苦想。,ming,si,ku,xiang,míng,sī,kǔ,xiǎng,
6488,冥,顽,不,灵,～藐王章，羊狠狼贪性狂恣。（清·叶廷琯《鸥陂渔话·严戊卿捕鳄行纪诛潮匪事》）,冥顽：愚钝无知；不灵：不聪明。形容愚昧无知。,ming,wan,bu,ling,míng,wán,bù,líng,唐·韩愈《祭鳄鱼文》：“不然则是鳄鱼冥顽不灵，刺史虽有言，不闻不知也。”
6489,冥,行,盲,索,,比喻不明情况而工作。,ming,xing,mang,suo,míng,xíng,máng,suǒ,汉·扬雄《法言·修身》：“擿埴索涂，冥行而已矣。”
6490,冥,行,擿,埴,,冥：昏暗；冥行：夜间行路；擿：点；埴：地。夜间摸黑走路，如同盲人拿着手杖点地而行。比喻研求学问，不识门径，暗中探索。,ming,xing,zhi,zhi,míng,xíng,zhì,zhí,汉·扬雄《法言·修身》：“擿埴索涂，冥行而已矣。”
6491,名,标,青,史,老宰辅，你若存的赵氏孤儿，当～，万古流芳。（元·纪君祥《赵氏孤儿》第二折）,标：写明；青史：古代在竹简上记事，因称史书。把姓名事迹记载在历史书籍上。形容功业巨大，永垂不朽。,ming,biao,qing,shi,míng,biāo,qīng,shǐ,唐·杜甫《赠郑十八贲》诗：“古人日以远，青史字不泯。”
6492,名,不,副,实,县、区、乡各级民众政权是普遍地组织了，但是～。（毛泽东《井冈山的斗争》）,名声或名义和实际不相符。指空有虚名。,ming,bu,fu,shi,míng,bù,fù,shí,汉·祢衡《鹦鹉赋》：“惧名实之不副，耻才能之无奇。”三国·魏·刘邵《人物志·效难》：“中情之人，名不副实，用之有效。”
6493,名,不,虚,传,系船白面问溪翁，～说未通。（宋·华岳《白面渡》诗）,传出的名声不是虚假的。指实在很好，不是空有虚名。,ming,bu,xu,chuan,míng,bù,xū,chuán,《史记·游侠列传》：“然其私意廉洁退让，有足称者，名不虚言，士不虚附。”
6494,名,垂,后,世,,好名声流传的后代。,ming,chui,hou,shi,míng,chuí,hòu,shì,《三国志·魏书·臧洪传》：“身著图象，名垂后世。”
6495,名,垂,千,古,六朝金粉足能使它～，何况它还有明、清两代的政治大潮，还有近代和现代的殷殷血火。（余秋雨《文化苦旅·五城记》）,比喻好名声永远流传。,ming,chui,qian,gu,míng,chuí,qiān,gǔ,
6496,名,垂,青,史,无不希望捧着张献忠成就大事，自己成为开国功臣，封侯拜相，封妻荫子，并且～。（姚雪垠《李自成》第二卷第二十三章）,青史：古代在竹简上记事，因称史书。把姓名事迹记载在历史书籍上。形容功业巨大，永垂不朽。,ming,chui,qing,shi,míng,chuí,qīng,shǐ,唐·杜甫《赠郑十八贲》诗：“古人日以远，青史字不泯。”
6497,名,垂,竹,帛,,比喻好名声永远流传。,ming,chui,zhu,bo,míng,chuí,zhú,bó,《吴越春秋·勾践伐吴外传》：“声可托于弦管，名可留于竹帛。”
6498,名,存,实,亡,,名义上还存在，实际上已消亡。,ming,cun,shi,wang,míng,cún,shí,wáng,唐·韩愈《处州孔子庙碑》：“郡邑皆有孔子庙，或不能修事，虽设博士弟子，或役于有司，名存实亡。”
6499,名,副,其,实,而况教育能不能～，还是个不能便下断语的问题。（叶圣陶《桥上》）,名声或名义和实际相符。,ming,fu,qi,shi,míng,fù,qí,shí,汉·曹操《与王修书》：“君澡身浴德，流声本州，忠能成绩，为世美谈，名实相符，过人甚远。”
6500,名,高,天,下,,比喻全国闻名。,ming,gao,tian,xia,míng,gāo,tiān,xià,《史记·鲁仲连邹阳列传》：“名高天下，而光烛邻国。”
6501,名,过,其,实,,名声超过实际才能。,ming,guo,qi,shi,míng,guò,qí,shí,汉·韩婴《韩诗外传》卷一：“故禄过其功者削，名过其实者损。”
6502,名,缰,利,锁,我们原系方外闲人，逍遥散淡，无束无拘，又何～之不能解脱耶。（明·许仲琳《封神演义》第八十回）,比喻名利束缚人就象缰绳和锁链一样。,ming,jiang,li,suo,míng,jiāng,lì,suǒ,宋·柳永《夏云峰》词：“向此免名缰利锁，虚费光阴。”
6503,名,利,双,收,,既得名声，又获利益。,ming,li,shuang,shou,míng,lì,shuāng,shōu,清·彭养鸥《黑籍冤魂》第六回：“其实名利双收，三百六十行生意，再没有强如做官的了。”
6504,名,列,前,茅,去年弟在京师，听说二公子中了秀才，且～，颇为学台赏识，实在可贺可贺。（姚雪垠《李自成》第二卷第十七章）,比喻名次列在前面。,ming,lie,qian,mao,míng,liè,qián,máo,《左传·宣公十二年》：“蔿敖为宰，择楚国之令典，军行，右辕，左追蓐，前茅虑无，中权，后劲。”
6505,名,落,孙,山,若不幸～，那时更自难堪。（清·黄小配《大马扁》第一回）,名字落在榜末孙山的后面。指考试或选拔没有录取。,ming,luo,sun,shan,míng,luò,sūn,shān,宋·范公偁《过庭录》：“吴人孙山，滑稽才子也。赴举他郡，乡人讬以子偕往。乡人子失意，山缀榜末，先归。乡人问其子得失，山曰：‘解名尽处是孙山，贤郎更在孙山外。’”
6506,名,满,天,下,执事～，而位不过五品，其容色温然而不怒，其文章宽厚敦朴而无怨言。（宋·苏轼《上梅直讲书》）,天下闻名。形容名声极大。,ming,man,tian,xia,míng,mǎn,tiān,xià,《管子·白心》：“名满于天下，不若其已也。”
6507,名,贸,实,易,,贸：齐等；易：变易。指名称相似，实质不同。,ming,mao,shi,yi,míng,mào,shí,yì,《商君书·开塞》：“二者名贸实易，不可不察也。”
6508,名,目,繁,多,,指事物的花样或名称非常多。,ming,mu,fan,duo,míng,mù,fán,duō,
6509,名,山,大,川,虽然那子胥多有本事，凭着俺这～，长江险阻，那伍子胥怎便容易到的俺国来。（元·郑廷玉《楚昭公》第一折）,泛指有名的高山和源远流长的大河。,ming,shan,da,chuan,míng,shān,dà,chuān,《尚书·武成》：“底商之罪，告于皇天后土，所过名山大川。”
6510,名,山,胜,川,,风景优美的著名河山。,ming,shan,sheng,chuan,míng,shān,shèng,chuān,《晋书·孙统传》：“纵意游肆，名山胜川靡不穷究。”
6511,名,山,事,业,,指著作。,ming,shan,shi,ye,míng,shān,shì,yè,《史记·太史公自序》：“藏之名山，副在京师，俟后世圣人君子。”
6512,名,声,籍,甚,,比喻名声极大。,ming,sheng,ji,shen,míng,shēng,jí,shèn,《史记·陆贾列传》：“陆生以此游汉廷公卿间，名声籍甚。”
6513,名,实,难,副,,名声大，实际才能与名声不相称。,ming,shi,nan,fu,míng,shí,nán,fù,《后汉书·黄琼传》：“阳春之曲，和者必寡。盛名之下，其实难副。”
6514,名,实,相,副,又如臣下有所建议，君主便叫他去做，看他能照所说的作到否。～的赏；否则罚。（朱自清《经典常谈·诸子第十》）,名声和实际一致。,ming,shi,xiang,fu,míng,shí,xiāng,fù,汉·陆粹《为曹公与孔融书》：“昔国家东迁，文举盛叹鸿豫名实相副，综达经学，出于郑玄，又明《司马法》；鸿豫亦称文举奇逸博闻。”
6515,名,士,风,流,好好！咱们～，下该洒脱些才是。（清·李宝嘉《文明小史》第三十一回）,名士的风度和习气。指有才学而不拘礼法。,ming,shi,feng,liu,míng,shì,fēng,liú,《后汉书·方术传论》：“汉世这所谓名士者，其风流可知矣。”
6516,名,下,无,虚,今得幸遇，真是～。（清·李汝珍《镜花缘》第五十二回）,原意是名气大的人一定有真才实学。后比喻名不虚传。,ming,xia,wu,xu,míng,xià,wú,xū,《陈书·姚察传》：“沛国刘臻，窃于公馆访《汉书》疑事十余条，并为剖析，皆有经据。臻谓所亲曰：‘名下定无虚士。’”
6517,名,震,一,时,,名声震动当时社会。,ming,zhen,yi,shi,míng,zhèn,yī,shí,《新唐书·刘晏传》：“号神童，名震一时。”
6518,名,正,言,顺,待小生得官回来，谐两姓之好，却不～。（元·郑德辉《倩女离魂》第二折）,原指名分正当，说话合理。后多指做某事名义正当，道理也说得通。,ming,zheng,yan,shun,míng,zhèng,yán,shùn,《论语·子路》“名不正则言不顺，言不顺则事不利。”
6519,明,白,了,当,,形容说话或做事干净利落。,ming,bai,liao,dang,míng,bái,liǎo,dàng,
6520,明,辨,是,非,,分清楚是和非、正确和错误。,ming,bian,shi,fei,míng,biàn,shì,fēi,《礼记·中庸》：“慎思之，明辩之，驾行之。”
6521,明,察,暗,访,,从明里细心察看，从暗里询问了解。指用各种方法朝廷调查研究。,ming,cha,an,fang,míng,chá,àn,fǎng,清·吴趼人《痛史》第十一回：“我住在此处，徒占一席，于事无济，倒不如仍然到外面去，明察暗访。”
6522,明,察,秋,毫,余忆童稚时，能张目对日，～，见藐小微物，必细察其纹理。（清·沈复《浮生六记·闲情记趣》）,明察：看清；秋毫：秋天鸟兽身上新长的细毛。原形容人目光敏锐，任何细小的事物都能看得很清楚。后多形容人能洞察事理。,ming,cha,qiu,hao,míng,chá,qiū,háo,《孟子·梁惠王上》：“明足以察秋毫之末，而不见舆薪，则王许之乎？”
6523,明,耻,教,战,,教导士兵作战，使他们知道退缩就是耻辱，因而能够奋勇向前，杀敌取胜。,ming,chi,jiao,zhan,míng,chǐ,jiào,zhàn,《左传·僖公二十二年》：“明耻教战，求杀敌也。”
6524,明,窗,净,几,,形容室内明亮、整洁。,ming,chuang,jing,ji,míng,chuāng,jìng,jī,宋·欧阳修《试笔》：“苏子美尝言，明窗净几，笔砚纸墨皆极精良，亦自是人生一乐。”
6525,明,德,惟,馨,知几其神乎！古人以为难。交疏吐诚，今人以为难。今君一面尽二难之道，可谓～。（南朝宋·刘义庆《世说新语·规箴》）,明德：美德；惟：是；馨：散发的香气。真正能够发出香气的是美德。,ming,de,wei,xin,míng,dé,wéi,xīn,《尚书·君陈》：“至治馨香，感于神明。黍稷非馨，明德惟馨。”
6526,明,发,不,寐,,明发：破晓，天色发亮；寐：昨。通宵未睡。,ming,fa,bu,mei,míng,fā,bù,mèi,《诗·小雅·小宛》：“明发不寐，有怀二人。”
6527,明,火,执,杖,并非～，怎么便算是强盗呢？（清·曹雪芹《红楼梦》第一百一十回）,点着火把，拿着武器。原指公开抢劫。后比喻公开地、毫不隐藏地干坏事。,ming,huo,zhi,zhang,míng,huǒ,zhí,zhàng,元·无名氏《盆儿鬼》第二折：“我在这瓦窑居住，做些本份生涯，何曾明火执仗 ，无非赤手求财。”
6528,明,见,万,里,,对于外界或远方的情况，知道得很清楚。也比喻人有预见。,ming,jian,wan,li,míng,jiàn,wàn,lǐ,《后汉书·窦融传》：“书妪至，河西咸惊，以为天子明见万里之外。”
6529,明,教,不,变,,教令明确，让老百姓有所适从，便不会发生变乱。,ming,jiao,bu,bian,míng,jiào,bù,biàn,《商君书·赏刑》：“夫明赏不费，明刑不戮，明教不变，而民知于民务，国无异俗。”
6530,明,镜,高,悬,只除非天见怜，奈天天又远，今日个幸对清官，～。（元·关汉卿《望江亭》第四折）,传说秦始皇有一面镜子，能照人心胆。比喻官员判案公正廉明。,ming,jing,gao,xuan,míng,jìng,gāo,xuán,《西京杂记》卷三：“有方镜，广四尺，高五尺九寸，表里有明，人直来照之，影则倒见。以手扪心而来，则见肠胃五脏，历然无碍。”
6531,明,来,暗,往,,公开或暗地里来往。形容关系密切，往来频繁。,ming,lai,an,wang,míng,lái,àn,wǎng,
6532,明,媒,正,娶,,明、正：形容正大光明。旧指正式婚姻。,ming,mei,zheng,qu,míng,méi,zhèng,qǔ,明·冯梦龙《古今小说》卷一：“论起初婚，王氏在前，只因休了一番，这平氏到是明媒正娶，又且平氏年长一岁，让平氏为正房，王氏反做偏房，两个姐妹相称。”
6533,明,明,赫,赫,,形容光亮夺目，声势显赫。,ming,ming,he,he,míng,míng,hè,hè,《诗·大雅·大明》：“明明在下，赫赫在上。”
6534,明,眸,皓,齿,～今何在，血污游魂归不得。（唐·杜甫《哀江头》诗）,明亮的眼睛，洁白的牙齿。形容女子容貌美丽，也指美丽的女子。,ming,mou,hao,chi,míng,móu,hào,chǐ,三国魏·曹植《洛神赋》：“丹唇外朗，皓齿内鲜，明眸善睐，靥辅承权。”
6535,明,眸,善,睐,,形容女子的眼睛明亮而灵活。,ming,mou,shan,lai,míng,móu,shàn,lài,三国魏·曹植《洛神赋》：“丹唇外朗，皓齿内鲜，明眸善睐，靥辅承权。”
6536,明,目,达,聪,当此际者，正宜～，励精图治。（清·无名氏《杜诗言志》卷五）,眼睛明亮，耳朵灵敏。形容力图透彻了解。,ming,mu,da,cong,míng,mù,dá,cōng,《书·舜典》： “明四目，达四聪”。
6537,明,目,张,胆,近日京师奔竞之风，是～，冠冕堂皇做的。（清·吴趼人《二十年目睹之怪现状》第三一百三回）,明目：睁亮眼睛；张胆：放开胆量。原指有胆识，敢做敢为。后形容公开放肆地干坏事。,ming,mu,zhang,dan,míng,mù,zhāng,dǎn,《晋书·王敦传》：“今日之事，明目张胆，为六军之首，宁忠臣而死，不无赖而生矣。”
6538,明,枪,暗,箭,现在正有许多正人君子和革命文学家，用～，在办我革命及不革命之罪。（鲁迅《三闲集·通信》）,比喻种种公开的和隐蔽的攻击。,ming,qiang,an,jian,míng,qiāng,àn,jiàn,
6539,明,日,黄,花,过时之物，曰～。（宋·胡继宗《书言故事·花木类》）,黄花：菊花。原指重阳节过后逐渐萎谢的菊花。后多比喻过时的事物或消息。,ming,ri,huang,hua,míng,rì,huáng,huā,宋·苏轼《九日次韵王巩》诗：“相逢不用忙归去，明日黄花蝶也愁。”
6540,明,若,观,火,,象看火那样清楚。形容看事物十分明晰。,ming,ruo,guan,huo,míng,ruò,guān,huǒ,《书·盘庚上》：“予若观火。”
6541,明,赏,不,费,,赏赐得当，就不浪费财物。,ming,shang,bu,fei,míng,shǎng,bù,fèi,《商君书·赏刑》：“善因天下之货，以赏天下之人。故曰：‘明赏不费。’”
6542,明,效,大,验,,显著而又巨大的效验。,ming,xiao,da,ya,míng,xiào,dà,yà,《汉书·贾谊传》：“是非其明效大验邪？”
6543,明,刑,弼,教,～，道尊老氏。（唐·张说《起义堂颂》）,弼：辅助。用刑法晓喻人民，使人们都知法、畏法而守法，以达到教化所不能收到的效果。,ming,xing,bi,jiao,míng,xíng,bì,jiào,《尚书·大禹漠》：“明于五刑，以弼五教，期于予治。”
6544,明,刑,不,戮,,指刑罚严明，人民就很少犯法而被杀。,ming,xing,bu,lu,míng,xíng,bù,lù,《商君书·赏刑》：“故禁奸止过，莫若重刑；刑重而必得，则民不敢试，故国无刑民。国无刑民，故曰：‘明刑不戮。’”
6545,明,扬,侧,陋,～，简能而任，是许多怀才不遇之人期盼的人生际遇。,侧陋：之地位低下而才德兼备的贤人。明察荐举出身微贱而德才兼备的人。,ming,yang,ce,lou,míng,yáng,cè,lòu,《尚书·尧典》：“明明，扬侧陋。”
6546,明,月,清,风,,只与清风、明月为伴。比喻不随便结交朋友。也比喻清闲无事。,ming,yue,qing,feng,míng,yuè,qīng,fēng,《南史·谢惠传》：“入吾室者，但有清风；对吾饮者，惟当明月。”
6547,明,月,入,怀,,比喻人心胸开朗。,ming,yue,ru,huai,míng,yuè,rù,huái,南朝宋·鲍照《代淮王》诗：“朱城九门门九闺，愿逐明月入君怀。”
6548,明,哲,保,身,高节更只能造就一些～的自了汉，甚至于一些虚无主义者。（朱自清《论气节》）,明智的人善于保全自己。现指因怕连累自己而回避原则斗争的处世态度。,ming,zhe,bao,shen,míng,zhé,bǎo,shēn,《诗·大雅·烝民》：“既明且哲，以保其身，夙夜匪懈，以事一人。”
6549,明,争,暗,斗,明明是一家人，然而没有一天不在～。（巴金《家》三）,明里暗里都在进行争斗。形容各用心思，互相排挤。,ming,zheng,an,dou,míng,zhēng,àn,dòu,
6550,明,正,典,刑,,明：表明；正：治罪；典刑：法律。依照法律处以极刑。旧时多用于处决犯人的公文或布告中。,ming,zheng,dian,xing,míng,zhèng,diǎn,xíng,宋·吕颐浩《辞免赴召乞纳节致仕札子》：“如是托疾，自当明正典刑；如委实抱病，伏望天慈，放臣闲退。”
6551,明,知,故,犯,此物既与人无益，如何令尊伯伯却又栽这许多？岂非～么？（清·李汝珍《镜花缘》第六十一回）,明明知道不能做，却故意违犯。,ming,zhi,gu,fan,míng,zhī,gù,fàn,宋·释普济《五灯会元》卷十九：“问：‘一切含灵具有佛性，既有佛性，为甚么却撞入驴胎马腹？’师曰：‘知而故犯。’”
6552,明,知,故,问,,明明知道，还故意问人。,ming,zhi,gu,wen,míng,zhī,gù,wèn,清·无名氏《绣花鞋》：“明人何必细说。你也知道是谁，却就是明知故问呢！”
6553,明,珠,暗,投,又在扬州商家见有虞山客携送黄杨翠柏各一盆，惜乎～。（清·沈复《浮生六记·闲情记趣》）,原意是明亮的珍珠，暗里投在路上，使人看了都很惊奇。比喻有才能的人得不到重视。也比喻好东西落入不识货人的手里。,ming,zhu,an,tou,míng,zhū,àn,tóu,《史记·鲁仲连邹阳列传》：“臣闻明月之珠，夜光的璧，以暗投于道路，人无不按剑相眄者。何则？无因而至前也。”
6554,明,珠,弹,雀,,用珍珠打鸟雀。比喻得到的补偿不了失去的。,ming,zhu,tan,que,míng,zhū,tán,què,汉·扬雄《太玄经·唐》：“明珠弹于飞肉，其得不复。测曰：明珠弹肉，费不当也。”
6555,鸣,锣,喝,道,,封建时代官吏出门时，前面开路的人敲锣喝令行人让路。比喻为某种事物的出现，制造声势，开辟道路。,ming,luo,he,dao,míng,luó,hè,dào,清·吴趼人《糊涂世界》卷六：“时而作一得意想，便仿佛坐在四人大轿里，鸣锣开道的去接印一般。”
6556,鸣,锣,开,道,,封建时代官吏出门时，前面开路的人敲锣喝令行人让路。比喻为某种事物的出现，制造声势，开辟道路。,ming,luo,kai,dao,míng,luó,kāi,dào,清·吴趼人《糊涂世界》卷六：“时而作一得意想，便仿佛坐在四人大轿里，鸣锣开道的去接印一般。”
6557,鸣,琴,而,治,,指以礼乐教化人民，达到“政简刑清”的统治效果。旧时常用做称颂地方官的谀词。,ming,qin,er,zhi,míng,qín,ér,zhì,《吕氏春秋·察贤》：“宓子贱治单父，弹鸣琴，身不下堂，而单父治。”
6558,鸣,野,食,苹,,比喻诚心待人，同甘共苦。,ming,ye,shi,ping,míng,yě,shí,píng,《诗·小雅·鹿鸣》：“呦呦鹿鸣，食野之苹。”
6559,铭,感,五,内,,比喻内心非常感激,ming,gan,wu,nei,míng,gǎn,wǔ,nèi,
6560,铭,肌,镂,骨,,形容感受极深，永记不忘。,ming,ji,lou,gu,míng,jī,lòu,gǔ,北齐·颜之推《颜氏家训·序致》：“追思平昔之指，铭肌镂骨。”
6561,铭,记,不,忘,,比喻牢记在心，永远不忘。,ming,ji,bu,wang,míng,jì,bù,wàng,
6562,铭,心,镂,骨,～，无报上天。（唐·柳宗元《谢除柳州刺史表》）,形容感受极深，永记不忘。,ming,xin,lou,gu,míng,xīn,lòu,gǔ,北齐·颜之推《颜氏家训·序致》：“追思平昔之指，铭肌镂骨。”
6563,铭,诸,肺,腑,,比喻永记不忘。,ming,zhu,fei,fu,míng,zhū,fèi,fǔ,
6564,酩,酊,大,醉,不两个时辰，把李逵灌得～，立脚不住。（明·施耐庵《水浒全传》第四十三回）,酩酊：沉醉的样子。形容醉得很厉害。,ming,ding,da,zui,mǐng,dǐng,dà,zuì,北魏·郦道元《水经注·沔水》：“日暮倒载归，酩酊无所知。”
6565,命,俦,啸,侣,临水登山，～。（梁元帝《怀旧志序》）,命、啸：呼引，呼唤；俦、侣：同伴。招乎意气相投的人，一道从事某一活动。,ming,chou,xiao,lv,mìng,chóu,xiào,lǚ,三国魏·曹植《洛神赋》：“众灵杂还，命俦啸侣。”
6566,命,中,注,定,,迷信的人认为人的一切遭遇都是命运预先决定的，人力无法挽回。,ming,zhong,zhu,ding,mìng,zhōng,zhù,dìng,明·冯梦龙《醒世恒言》卷七：“这是我命中注定，该做他家的女婿。”
6567,谬,种,流,传,然有可解者，～已数十年。（清·恽敬《与饶陶南》）,泛指荒谬的东西一代代地传下去。,miu,zhong,liu,chuan,miù,zhǒng,liú,chuán,《宋史·选举志二》：“所取之士既不精，数年之后，复俾之主文，是非颠倒愈甚，时谓之缪种流传。”
6568,摸,金,校,尉,不啻～，何殊发丘中郎。括尽前朝翰墨，搜穷历代彝章。（明·东鲁古狂生《醉醒石》第八回）,校尉：古代军官职称。指掠夺财物的军官。,mo,jin,xiao,wei,mō,jīn,xiào,wèi,汉·陈琳《为袁绍檄豫州》：“操又特置发丘中郎将，摸金校尉，所过隳突，无骸不露。”
6569,磨,杵,成,针,没有～的毅力，学问上就不可能有很深的造诣。,把铁棒磨成了针。比喻做任何艰难的工作，只要有毅力，下苦功，就能够克服困难，做出成绩。,mo,chu,cheng,zhen,mó,chǔ,chéng,zhēn,《潜确类书》卷六十：“李白少读书，未成，弃去。道逢老妪磨杵，白问其故。曰：‘欲作针。’白感其言，遂卒业。”
6570,磨,穿,铁,砚,坐破寒毡，～。（元·范子安《竹叶舟》第一折）,把铁铸的砚台都磨穿了。比喻读书用功，有恒心。,mo,chuan,tie,yan,mó,chuān,tiě,yàn,宋·陆游《寒夜读书》诗：“韦编屡绝铁砚穿，口诵手抄那计年。”
6571,磨,刀,霍,霍,,现多形容敌人在行动前频繁活动。,mo,dao,huo,huo,mó,dāo,huò,huò,《乐府诗集·木兰诗》：“小弟闻姊来，磨刀霍霍向猪羊。”
6572,磨,砺,以,须,,磨快刀子等待。比喻做好准备，等待时机。,mo,li,yi,xu,mó,lì,yǐ,xū,《左传·昭公十二年》：“摩以厉须，王出，吾刃将斩矣。”
6573,磨,砖,成,镜,,把砖石磨成镜子。比喻事情不能成功。,mo,zhuan,cheng,jing,mó,zhuān,chéng,jìng,宋·释道原《景德传灯录》：“磨砖岂能成镜邪？”
6574,摩,顶,放,踵,故～以拯生民之陆沉，前者踣，后者继，百挫而无反顾，终以集事。（章炳麟《变法箴言》）,从头顶到脚跟都擦伤了。形容不辞劳苦，不顾身体。,mo,ding,fang,zhong,mó,dǐng,fàng,zhǒng,《孟子·尽心上》：“墨子兼爱，摩顶放踵，利天下为之。”
6575,摩,厉,以,须,至是始得以间道生还之故迁拜拾遗，得居言路，～。（清·无名氏《杜诗言志》卷五）,磨快刀子等待。比喻做好准备，等待时机。,mo,li,yi,xu,mó,lì,yǐ,xū,《左传·昭公十二年》：“摩厉以须，王出，吾刃将斩矣。”
6576,摩,肩,击,毂,,肩膀和肩膀相摩，车轮和车轮相撞。形容行人车辆往来拥挤。,mo,jian,ji,gu,mó,jiān,jī,gǔ,《战国策·齐策一》：“临淄之途，车毂击，人肩摩。”
6577,摩,肩,接,踵,节日的公园里，游人～，十分拥挤。,肩碰着肩，脚碰着脚。形容人多拥挤。,mo,jian,jie,zhong,mó,jiān,jiē,zhǒng,《战国策·齐策一》：“临淄之途，车毂击，人肩摩。”《宋史·李显忠传》：“入城，宣布德意，不戮一人，中原归附者踵接。”
6578,摩,拳,擦,掌,这是第一次出马，人们都～，心里突突跳着准备战斗。（梁斌《红旗谱》四十八）,形容战斗或劳动之前，人们精神振奋，跃跃欲试的样子。,mo,quan,ca,zhang,mó,quán,cā,zhǎng,元·康进之《李逵负荆》第二折：“俺可也～，行行里按不住莽撞心头气。”
6579,模,棱,两,可,他害怕事情一旦变化，他将有不测大祸，所以跪在地上回答了一句～的话。（姚雪垠《李自成》第二卷第三十章）,模棱：含糊，不明确；两可：可以这样，也可以那样。指不表示明确的态度，或没有明确的主张。,mo,leng,liang,ke,mó,léng,liǎng,kě,《旧唐书·苏味道传》：“处事不欲决断明白，若有错误，必贻咎谴，但模棱以持两端可矣。”
6580,抹,月,秕,风,,意思是用风月当菜肴。这是文人表示家贫没有东西待客的风趣说法，,mo,yue,pi,feng,mǒ,yuè,pī,fēng,宋·苏轼《和何长官六言次韵》：“贫家何以娱客，但知抹批风。”
6581,末,路,之,难,既髦，犹患～。（《宋史·赵蕃传》）,末路：最后的一段路程。走最后一段路程是艰难的。比喻越到最后，工作越艰巨。也比喻保持晚节不易。,mo,lu,zhi,nan,mò,lù,zhī,nán,《战国策·秦策五》：“‘行百里路，半于九十’，此言末路之难。”
6582,末,学,肤,受,,指学问没有从根本上下功夫，只学到一点皮毛。,mo,xue,fu,shou,mò,xué,fū,shòu,汉·张衡《东都赋》：“若客所谓末学肤受，贵耳而践目者也。”
6583,秣,马,厉,兵,,磨好兵器，喂好马。形容准备战斗。,mo,ma,li,bing,mò,mǎ,lì,bīng,《左传·僖公三十三年》：“郑穆公使视客馆，则束载厉兵秣马矣。”
6584,莫,辨,楮,叶,,莫：不；辨：分辨。不能分辨楮叶的真假。比喻模仿逼真或以假乱真。,mo,bian,chu,ye,mò,biàn,chǔ,yè,《韩非子·喻老》：“宋人有为其君以象为楮叶者，三年而成。丰杀茎柯，毫芒繁泽，乱之楮叶之中而不可别也。”
6585,莫,测,高,深,知县当然别有我们所～的妙法在。（鲁迅《华盖集·这个与那个》）,高深的程度无法揣测。指处世的态度、或说话、文章的内容（多不用在正面，带贬义）。,mo,ce,gao,shen,mò,cè,gāo,shēn,《汉书·严延年传》：“吏民莫能测其意深浅。”
6586,莫,此,为,甚,,没有什么能超过这个的了。多指不良倾向或形势严重。,mo,ci,wei,shen,mò,cǐ,wéi,shèn,宋·洪迈《容斋三笔》卷四：“名不雅古，莫此为甚。”
6587,莫,敢,谁,何,争奈董卓弄权，将危汉室，群臣畏惧，～。（元·无名氏《连环计》第一折）,没有谁敢怎么样。,mo,gan,shui,he,mò,gǎn,shuí,hé,汉·贾谊《过秦论》：“信臣精卒，陈利兵而谁何。”
6588,莫,可,究,诘,宗支荒忽，～。（章炳麟《驳康有为论革命书》）,究：追查；诘：追问。无法追问到底。,mo,ke,jiu,jie,mò,kě,jiū,jié,
6589,莫,可,名,状,这信该收束了，我心中～，我觉得非常的荣幸！（冰心《寄小读者·通讯一》）,名：用言语说出；状：描绘，形容。不能用言语来形容。指事物极复杂微妙，无法描述。,mo,ke,ming,zhuang,mò,kě,míng,zhuàng,清·张潮《虞初新志·林四娘记》：“少选复出，则一国色丽人，云鬟靓妆，袅袅婷婷而至，衣皆鲛绡雾縠，亦无缝缀之迹，香气飘扬，莫可名状，自称为林四娘。”
6590,莫,明,其,妙,这个人与众不同，常有些令人～的惊人之举。,说不出其中的奥妙。指事情很奇怪，说不出道理来。,mo,ming,qi,miao,mò,míng,qí,miào,清·李宝嘉《官场现形记》第十回：“魏翩仞莫明其妙，陶子尧却不免心上一呆。”
6591,莫,名,其,妙,这个人与众不同，常有些令人～的惊人之举。,说不出其中的奥妙。指事情很奇怪，说不出道理来。,mo,ming,qi,miao,mò,míng,qí,miào,清·吴趼人《二十年目睹之怪现状》第十五回：“我实在是莫名其妙，我从那时得着这么一个门生，连我也不知道。”
